City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kavieng,PG,-2.5744,150.7967,300.36,79,99,5.4,moderate rain
345,Morant Bay,JM,17.8815,-76.4093,302.94,62,2,5.25,clear sky
346,Caucasia,CO,7.9865,-75.1935,306.54,51,48,1.38,scattered clouds
347,Mandalgovi,MN,45.7625,106.2708,262.54,57,35,2.14,scattered clouds
348,Usinsk,RU,65.9939,57.5281,263.74,95,100,6.33,light snow
349,Biak,ID,-0.9131,122.8766,297.89,82,100,2.49,overcast clouds
350,El Sauzal,MX,31.9,-116.6833,285.6,74,89,8.17,overcast clouds
351,Safidon,IN,29.4167,76.6667,287.09,25,0,3.76,clear sky
352,Cherskiy,RU,68.75,161.3,229.63,100,56,0.61,broken clouds
353,Richards Bay,ZA,-28.783,32.0377,298.0,84,98,4.85,overcast clouds
354,Ola,RU,59.5833,151.2833,254.34,88,100,4.76,overcast clouds
355,Mersin,TR,36.862,34.6509,279.84,46,0,1.86,clear sky
356,Jieshi,CN,22.8134,115.8257,285.13,69,2,5.16,clear sky
357,Vallenar,CL,-28.5708,-70.7581,304.06,34,0,5.3,clear sky
358,Kars,TR,40.602,43.095,251.4,77,0,2.06,clear sky
359,Zhangye,CN,38.9342,100.4517,268.9,63,0,2.61,clear sky
360,Sioux Lookout,CA,50.1001,-91.917,276.19,65,100,1.54,overcast clouds
361,Areia Branca,BR,-4.9561,-37.1369,305.26,69,100,9.12,overcast clouds
362,Deputatskiy,RU,69.3,139.9,231.36,98,14,1.9,few clouds
363,Rio Muerto,MX,27.4167,-110.2333,292.81,34,100,0.59,overcast clouds
364,Callaguip,PH,18.0714,120.4867,297.16,83,75,7.2,broken clouds
365,Nhulunbuy,AU,-12.2333,136.7667,299.49,89,75,3.09,moderate rain
366,Lompoc,US,34.6391,-120.4579,287.05,67,75,7.2,mist
367,Yumen,CN,40.2833,97.2,269.25,50,5,3.25,clear sky
368,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,309.56,19,97,3.37,overcast clouds
369,Saint-Joseph,RE,-21.3667,55.6167,299.36,83,94,6.18,overcast clouds
370,Arman,RU,59.7,150.1667,254.27,95,100,4.75,overcast clouds
371,Koksovyy,RU,48.1967,40.5989,270.9,93,98,3.44,overcast clouds
372,Sturgis,US,41.7992,-85.4192,284.86,51,0,6.69,clear sky
373,Dalbandin,PK,28.8947,64.4101,292.56,23,100,0.61,overcast clouds
374,Gerash,IR,27.6652,54.1371,289.23,40,16,1.61,few clouds
375,Labuan,MY,5.2767,115.2417,299.04,78,100,3.45,overcast clouds
376,Tevaitoa,PF,-16.7833,-151.5,300.57,69,12,5.67,few clouds
377,Grindavik,IS,63.8424,-22.4338,275.12,93,75,1.54,broken clouds
378,Kirovskiy,RU,45.0917,133.5136,251.23,100,100,1.35,overcast clouds
379,Shreveport,US,32.5251,-93.7502,289.15,92,100,5.14,light rain
380,Ahipara,NZ,-35.1667,173.1667,292.02,85,46,4.29,scattered clouds
381,Puerto Narino,CO,-3.7703,-70.3831,301.99,78,100,0.58,overcast clouds
382,Debre Tabor,ET,11.85,38.0167,289.05,37,53,1.92,broken clouds
383,Rocha,UY,-34.4833,-54.3333,303.88,34,46,8.55,scattered clouds
384,Garowe,SO,8.4054,48.4845,295.19,58,0,6.2,clear sky
385,Aswan,EG,24.0934,32.907,288.76,29,0,3.6,clear sky
386,San Cristobal,VE,7.7669,-72.225,298.25,45,47,2.47,scattered clouds
387,Birjand,IR,32.8663,59.2211,284.41,58,75,5.14,broken clouds
388,Sawakin,SD,19.1059,37.3321,296.24,73,77,5.07,broken clouds
389,Hofn,IS,64.2539,-15.2082,278.5,82,100,7.04,overcast clouds
390,Margate,GB,51.3813,1.3862,281.31,82,0,0.45,clear sky
391,Poya,NC,-21.35,165.15,295.52,82,30,1.49,scattered clouds
392,Atar,MR,20.5169,-13.0499,301.18,24,97,7.2,overcast clouds
393,Nador,MA,35.174,-2.9287,288.29,82,0,2.57,clear sky
394,Isla Vista,US,34.4133,-119.861,288.94,56,0,5.14,clear sky
395,Siguiri,GN,11.6667,-9.5,304.4,9,41,1.75,scattered clouds
396,Calatayud,ES,41.3535,-1.6432,281.79,55,100,0.69,overcast clouds
397,San Felipe,VE,10.3399,-68.7425,300.23,75,86,3.59,overcast clouds
398,Araouane,ML,18.9048,-3.5265,300.91,14,46,5.41,scattered clouds
399,Beberibe,BR,-4.1797,-38.1306,300.46,82,100,5.0,light rain
400,Pimenta Bueno,BR,-11.6725,-61.1936,302.95,72,100,1.19,overcast clouds
401,Namatanai,PG,-3.6667,152.4333,299.09,86,69,3.76,light rain
402,Myski,RU,53.709,87.8014,248.3,100,85,1.37,overcast clouds
403,Berdychiv,UA,49.8993,28.6024,272.7,86,100,5.94,overcast clouds
404,Kassala,SD,15.451,36.4,301.31,39,100,6.38,overcast clouds
405,Mareeba,AU,-17.0,145.4333,295.64,93,100,1.77,overcast clouds
406,Khuzhir,RU,53.1939,107.3397,259.1,90,71,2.55,broken clouds
407,Saint-Pierre,RE,-21.3393,55.4781,299.97,65,75,7.2,broken clouds
408,Dahuk,IQ,36.8695,42.994,275.84,50,0,1.44,clear sky
409,Belle Fourche,US,44.6714,-103.8522,274.54,69,100,8.59,snow
410,Solnechnyy,RU,50.7214,136.6319,248.46,92,7,1.85,clear sky
411,Verkhnyaya Inta,RU,65.9811,60.3094,261.89,92,99,3.82,overcast clouds
412,Geraldton,AU,-28.7667,114.6,291.38,77,75,4.12,broken clouds
413,Yerbogachen,RU,61.2767,108.0108,246.82,100,100,0.71,overcast clouds
414,Jaisalmer,IN,26.9147,70.9181,296.83,16,5,2.63,clear sky
415,Kapoeta,SS,4.7717,33.5903,303.16,18,67,5.22,broken clouds
416,Copiapo,CL,-27.3667,-70.3333,293.98,35,0,5.0,clear sky
417,Wangaratta,AU,-36.3667,146.3333,287.21,81,0,2.11,clear sky
418,Ixtapa,MX,20.7,-105.2,302.17,33,10,3.24,clear sky
419,Norwich,GB,52.6278,1.2983,280.6,88,1,1.03,clear sky
420,Abong Mbang,CM,3.9833,13.1833,296.91,24,58,0.64,broken clouds
421,Gubkinskiy,RU,64.434,76.5026,259.01,95,100,5.03,overcast clouds
422,Talara,PE,-4.5772,-81.2719,303.57,54,0,5.14,clear sky
423,Joensuu,FI,62.6012,29.7632,271.42,86,40,2.06,scattered clouds
424,Kesinga,IN,20.2,83.2333,290.91,20,0,0.97,clear sky
425,Iskenderun,TR,36.5872,36.1735,276.61,48,0,2.09,clear sky
426,Sept-Iles,CA,50.2001,-66.3821,267.62,57,100,2.57,overcast clouds
427,Miri,MY,4.4148,114.0089,297.23,94,40,1.54,scattered clouds
428,Lukiv,UA,51.0521,25.4006,276.03,74,0,4.48,clear sky
429,Reconquista,AR,-29.15,-59.65,316.65,17,48,5.1,light rain
430,Riyadh,SA,24.6877,46.7219,291.23,24,13,5.45,few clouds
431,Miraflores,MX,19.2167,-98.8083,297.52,23,14,3.72,few clouds
432,Batticaloa,LK,7.7102,81.6924,297.22,75,4,3.79,clear sky
433,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,301.4,81,100,0.95,overcast clouds
434,Nokaneng,BW,-19.6667,22.2667,294.8,80,100,1.86,light rain
435,Tecolutilla,MX,18.2833,-93.3167,300.32,71,0,4.31,clear sky
436,Portobelo,PA,9.55,-79.65,299.88,81,37,6.52,light rain
437,Senanga,ZM,-16.1167,23.2667,295.46,74,100,1.1,overcast clouds
438,Fayaoue,NC,-20.65,166.5333,298.77,68,74,4.8,broken clouds
439,Nioro,GM,13.35,-15.75,307.47,12,99,3.97,overcast clouds
440,Chokwe,MZ,-24.5333,32.9833,297.79,92,6,3.18,light rain
441,Nouadhibou,MR,20.931,-17.0347,293.14,73,40,9.26,mist
442,Grand Gaube,MU,-20.0064,57.6608,299.47,69,2,2.24,clear sky
443,Mahajanga,MG,-15.7167,46.3167,299.16,89,20,1.54,few clouds
444,Tasiilaq,GL,65.6145,-37.6368,270.72,97,100,4.58,snow
445,Monte Alegre,BR,-2.0078,-54.0692,302.9,70,84,2.53,broken clouds
446,Bilibino,RU,68.0546,166.4372,235.43,99,18,1.82,few clouds
447,Port-Gentil,GA,-0.7193,8.7815,301.13,83,75,2.57,broken clouds
448,Shakawe,BW,-18.3667,21.85,294.98,78,99,3.2,light rain
449,Tonj,SS,7.2737,28.6822,301.96,19,56,2.35,broken clouds
450,Kualakapuas,ID,-3.0091,114.3876,296.35,97,100,1.41,overcast clouds
451,Presidente Medici,BR,-11.1753,-61.9014,303.05,71,100,1.7,moderate rain
452,Maniitsoq,GL,65.4167,-52.9,249.22,80,27,2.62,scattered clouds
453,Chipurupalle,IN,18.3,83.5667,292.2,82,0,1.59,clear sky
454,Andra,RU,62.5147,65.8878,252.49,100,100,1.57,overcast clouds
455,Whangamata,NZ,-37.2,175.8667,291.11,81,20,8.09,few clouds
456,Kimberley,ZA,-28.7323,24.7623,295.98,73,0,2.57,clear sky
457,Poronaysk,RU,49.2167,143.1167,250.39,89,36,3.94,scattered clouds
458,Ambulu,ID,-8.345,113.6058,297.34,93,100,1.58,overcast clouds
459,Almora,IN,29.6167,79.6667,280.88,48,0,1.08,clear sky
460,High Level,CA,58.5169,-117.136,254.21,71,20,4.12,few clouds
461,Garissa,KE,-0.4536,39.6401,304.31,31,4,3.34,clear sky
462,Isoka,ZM,-10.1606,32.6335,290.75,97,100,0.82,moderate rain
463,Ozernovskiy,RU,51.5,156.5167,268.67,86,100,13.99,snow
464,Igrim,RU,63.1906,64.4162,255.45,99,70,2.14,broken clouds
465,Kabo,CF,7.6994,18.629,301.0,19,89,2.41,overcast clouds
466,Dubbo,AU,-32.25,148.6167,290.22,77,0,4.63,clear sky
467,Lovozero,RU,68.005,35.0117,263.52,87,100,2.33,overcast clouds
468,Manta,EC,-0.95,-80.7333,299.03,83,100,2.57,light rain
469,Katherine,AU,-14.4667,132.2667,297.33,94,100,0.0,overcast clouds
470,Beloha,MG,-25.1667,45.05,297.95,74,44,2.93,scattered clouds
471,Makakilo City,US,21.3469,-158.0858,295.75,75,0,3.09,clear sky
472,Corinto,GR,37.9407,22.9573,279.76,57,0,1.05,clear sky
473,Brazzaville,CG,-4.2658,15.2832,299.87,74,78,1.72,light rain
474,Erenhot,CN,43.6475,111.9767,265.96,38,100,2.36,overcast clouds
475,Gemena,CD,3.25,19.7667,300.52,29,7,1.34,clear sky
476,Asheboro,US,35.7079,-79.8136,293.47,27,0,1.54,clear sky
477,Valdivia,CL,-39.8142,-73.2459,292.2,56,75,2.62,broken clouds
478,San Patricio,US,28.017,-97.5169,301.08,17,2,7.5,clear sky
479,Twentynine Palms,US,34.1356,-116.0542,288.22,43,32,7.25,scattered clouds
480,Lincoln,US,40.8,-96.667,281.64,94,100,4.63,overcast clouds
481,Semey,KZ,50.4111,80.2275,256.13,96,99,2.45,overcast clouds
482,Kota Bahru,MY,6.1333,102.2386,298.12,94,20,0.0,few clouds
483,Kresttsy,RU,58.2452,32.5165,264.97,98,78,2.23,broken clouds
484,Kozan,TR,37.4552,35.8157,275.08,43,0,4.38,clear sky
485,Novyy Svit,UA,47.8059,38.0211,271.18,95,69,3.67,broken clouds
486,Yenagoa,NG,4.9247,6.2642,301.85,62,5,3.91,clear sky
487,Mecca,SA,21.4267,39.8261,293.75,63,12,3.68,few clouds
488,Mount Isa,AU,-20.7333,139.5,298.02,31,100,3.6,overcast clouds
489,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,304.54,56,93,2.13,overcast clouds
490,Zaysan,KZ,47.4667,84.8667,258.86,81,97,1.41,overcast clouds
491,Jian,CN,27.1172,114.9793,279.07,89,100,2.25,overcast clouds
492,Methala,IN,10.2166,76.2166,297.15,86,0,1.9,clear sky
493,Kajiado,KE,-1.8524,36.7768,291.62,52,85,7.45,overcast clouds
494,Lazaro Cardenas,MX,17.9583,-102.2,302.21,52,7,4.22,clear sky
495,Saquena,PE,-4.6667,-73.5167,302.92,73,99,0.91,overcast clouds
496,Rantauprapat,ID,2.1,99.8333,295.7,98,100,1.03,overcast clouds
497,Koygorodok,RU,60.445,50.9968,258.68,100,95,1.4,overcast clouds
498,Tual,ID,-5.6667,132.75,301.22,80,100,9.44,overcast clouds
499,Te Anau,NZ,-45.4167,167.7167,286.7,90,100,1.09,overcast clouds
500,Normandin,CA,48.8333,-72.5321,270.22,63,99,0.51,overcast clouds
501,Clyde River,CA,70.4692,-68.5914,235.28,61,20,1.54,few clouds
502,Najran,SA,17.4924,44.1277,298.51,30,95,3.14,overcast clouds
503,Englewood,US,39.6478,-104.9878,283.6,33,75,3.6,broken clouds
504,Yeniseysk,RU,58.4497,92.1703,246.65,100,100,1.08,overcast clouds
505,Seymchan,RU,62.8833,152.4333,243.65,99,100,0.8,overcast clouds
506,Chara,RU,56.9064,118.2631,251.72,89,100,0.45,overcast clouds
507,Vitim,RU,59.4511,112.5578,250.14,100,100,1.23,overcast clouds
508,Bridgend,GB,51.5058,-3.5772,283.04,85,98,2.24,overcast clouds
509,Vodyane,UA,47.4875,34.4924,273.59,88,100,7.03,overcast clouds
510,Helong,CN,42.5397,128.9972,255.11,92,6,1.98,clear sky
511,Goderich,CA,43.7501,-81.7165,281.99,53,6,5.66,clear sky
512,Watrous,CA,51.6668,-105.4679,257.03,72,67,10.8,broken clouds
513,Ginda,IN,30.6945,78.4932,283.24,30,0,3.69,clear sky
514,Aguas Vermelhas,BR,-15.7472,-41.46,303.14,37,39,2.0,scattered clouds
515,Nayoro,JP,44.3506,142.4578,254.14,99,21,0.06,few clouds
516,Bonavista,CA,48.6499,-53.1147,271.51,94,100,15.05,snow
517,Sitka,US,57.0531,-135.33,274.09,69,100,5.14,overcast clouds
518,Suez,EG,29.9737,32.5263,285.52,58,40,4.21,scattered clouds
519,Arlit,NE,18.7369,7.3853,293.4,20,17,7.37,few clouds
520,Sambava,MG,-14.2667,50.1667,298.28,86,100,4.91,light rain
521,Kitob,UZ,39.0843,66.8332,278.28,97,100,1.57,moderate rain
522,Banjar,ID,-8.19,114.9675,297.89,91,100,2.07,light rain
523,El Alto,PE,-4.2714,-81.2147,301.96,67,75,5.16,broken clouds
524,Zakupne,UA,49.1194,26.3376,273.78,84,6,7.05,clear sky
525,Nantucket,US,41.2835,-70.0995,284.23,62,0,7.72,clear sky
526,Vila,PT,42.0304,-8.1588,283.64,76,22,2.08,few clouds
527,Westport,US,41.1415,-73.3579,285.72,31,0,4.12,clear sky
528,Le Port,RE,-20.9373,55.2919,300.15,73,83,2.71,light rain
529,Honiara,SB,-9.4333,159.95,298.86,90,100,1.43,overcast clouds
530,Mapiri,BO,-15.25,-68.1667,299.34,90,78,0.6,broken clouds
531,Kampot,KH,10.6167,104.1833,298.18,81,17,2.97,few clouds
532,Vangaindrano,MG,-23.35,47.6,296.53,87,29,1.2,light rain
533,Antofagasta,CL,-23.65,-70.4,297.75,67,8,4.07,clear sky
534,Svetlaya,RU,46.5389,138.3297,258.54,65,7,3.5,clear sky
535,Periyakulam,IN,10.1167,77.55,293.65,53,0,1.1,clear sky
536,Bemidji,US,47.4736,-94.8803,277.62,75,40,2.57,scattered clouds
537,Iskateley,RU,67.6803,53.1512,257.43,100,83,2.5,broken clouds
538,Tezu,IN,27.9167,96.1667,289.03,48,77,1.89,broken clouds
539,Mto Wa Mbu,TZ,-3.35,35.85,296.97,41,17,1.16,few clouds
540,Baykit,RU,61.67,96.37,253.67,98,100,1.19,overcast clouds
541,Derzhavinsk,KZ,51.1,66.3167,255.89,91,100,3.71,overcast clouds
542,Hede,CN,33.7681,120.2517,273.38,77,80,3.14,broken clouds
543,Okha,RU,53.5739,142.9478,250.33,88,95,7.16,overcast clouds
544,Bandarbeyla,SO,9.4942,50.8122,297.49,71,4,6.23,clear sky
545,Waraseoni,IN,21.75,80.0333,290.63,21,0,2.16,clear sky
546,Metro,ID,-5.1131,105.3067,296.82,84,98,0.5,overcast clouds
547,Along,IN,28.1667,94.7667,284.53,66,59,0.94,broken clouds
548,Shugurovo,RU,54.5083,52.1326,260.93,95,87,3.18,overcast clouds
549,Ulan-Ude,RU,51.8261,107.6098,250.09,77,92,1.0,smoke
550,Maamba,ZM,-17.3667,27.15,294.93,91,100,1.48,light rain
551,Fort Saint James,CA,54.4333,-124.25,265.54,83,11,0.76,few clouds
552,Puqi,CN,29.7167,113.8833,276.18,77,0,0.29,clear sky
553,Port Hedland,AU,-20.3167,118.5667,303.18,79,73,2.57,broken clouds
554,Zitlala,MX,17.6333,-99.0833,298.04,32,8,2.19,clear sky
555,Ciego De Avila,CU,21.84,-78.7619,302.94,32,0,4.51,clear sky
556,Nanning,CN,22.8167,108.3167,285.4,61,54,3.14,broken clouds
557,Bozhou,CN,33.8772,115.7703,274.54,49,1,1.44,clear sky
558,Romodanovo,RU,54.4275,45.3296,264.73,96,100,2.52,overcast clouds
559,Uray,RU,60.1247,64.7758,262.28,98,100,2.06,overcast clouds
560,Egvekinot,RU,66.3167,-179.1667,247.04,93,100,1.97,overcast clouds
561,Conakry,GN,9.538,-13.6773,303.19,70,75,3.09,haze
562,Sola,VU,-13.8833,167.55,296.52,94,20,0.0,few clouds
563,Davila,PH,18.4726,120.5763,297.14,81,14,10.0,few clouds
564,Gladstone,AU,-23.85,151.25,298.11,83,100,2.57,overcast clouds
565,Yarada,IN,17.65,83.2667,295.33,94,0,1.03,mist
566,Bronnoysund,NO,65.4625,12.1997,279.15,93,75,5.36,broken clouds
567,Duldurga,RU,50.6761,113.5931,257.2,95,100,0.57,overcast clouds
568,Carbonia,IT,39.1672,8.5222,283.71,87,0,1.52,clear sky
569,Ntoum,GA,0.3833,9.7833,298.46,88,72,2.05,light rain
570,Sabang,ID,5.8933,95.3214,300.87,73,99,4.97,overcast clouds
571,Champerico,GT,14.3,-91.9167,307.45,57,0,5.52,clear sky
572,Itaituba,BR,-4.2761,-55.9836,304.24,70,40,5.14,scattered clouds
573,Luoyang,CN,34.6836,112.4536,275.67,65,79,1.02,broken clouds
574,Oktyabrskiy,RU,54.4815,53.471,263.07,93,92,2.64,overcast clouds
575,Trois-Rivieres,CA,46.3501,-72.5491,275.12,77,100,3.6,overcast clouds
576,Fenoarivo,MG,-18.933,47.4354,291.19,88,75,5.66,broken clouds
577,Parrita,CR,9.5201,-84.3225,303.75,52,1,3.49,clear sky
578,Jishou,CN,28.3167,109.7167,278.08,74,57,1.04,broken clouds
579,Veraval,IN,20.9,70.3667,296.19,51,1,2.79,clear sky
580,Moyale,KE,3.5167,39.0584,296.61,30,6,4.84,clear sky
581,Sisimiut,GL,66.9395,-53.6735,246.8,86,60,2.0,broken clouds
582,Camacha,PT,33.0833,-16.3333,286.83,63,20,9.77,few clouds
583,Glenwood Springs,US,39.5505,-107.3248,275.01,79,100,3.58,light snow
584,Touros,BR,-5.1989,-35.4608,301.98,69,86,6.76,overcast clouds
585,Hambantota,LK,6.1241,81.1185,297.34,94,20,1.54,few clouds
586,Taltal,CL,-25.4,-70.4833,296.24,72,25,3.79,scattered clouds
587,Ningxiang,CN,37.34,111.2052,268.22,75,1,1.17,clear sky
588,Nogliki,RU,51.8333,143.1667,251.51,89,99,6.57,overcast clouds
589,Cap Malheureux,MU,-19.9842,57.6142,299.52,70,2,1.34,clear sky
590,Beringovskiy,RU,63.05,179.3167,248.61,91,99,3.18,overcast clouds
591,Qui Nhon,VN,13.7667,109.2333,296.74,85,11,4.26,light rain
592,Yakeshi,CN,49.2833,120.7333,242.87,98,58,1.52,broken clouds
593,Ormara,PK,25.2088,64.6357,295.43,81,12,4.37,few clouds
594,Vao,NC,-22.6667,167.4833,296.67,62,11,3.23,few clouds
595,Kilrush,IE,52.6397,-9.4833,284.01,74,100,9.25,overcast clouds
596,Evensk,RU,61.95,159.2333,258.78,82,100,6.07,overcast clouds
597,Mount Pleasant,US,32.7941,-79.8626,295.44,56,0,3.6,clear sky
598,Umea,SE,63.8284,20.2597,273.1,86,0,0.0,clear sky
599,San Luis,AR,-33.295,-66.3356,303.69,27,0,7.32,clear sky
600,Belmonte,BR,-15.8631,-38.8828,301.63,65,13,3.91,few clouds
601,Shellbrook,CA,53.2168,-106.4011,257.72,79,70,5.67,broken clouds
602,Otjimbingwe,NA,-22.35,16.1333,300.45,27,6,4.78,clear sky
603,Santo Domingo,DO,18.5001,-69.9886,304.84,54,40,3.09,scattered clouds
604,Gilgit,PK,35.9221,74.3087,275.36,72,89,1.17,overcast clouds
605,Iranshahr,IR,27.2025,60.6848,292.34,24,0,3.09,clear sky
606,Shu,KZ,43.5983,73.7614,266.63,89,87,2.47,overcast clouds
607,Grimshaw,CA,56.1834,-117.6027,257.94,66,100,3.6,overcast clouds
608,Vasterhaninge,SE,59.1167,18.1,275.28,88,13,2.77,few clouds
609,Ewo,CG,-0.8725,14.8206,297.41,84,100,0.3,moderate rain
610,Sabha,LY,27.0377,14.4283,285.27,39,18,3.76,few clouds
611,Ligayan,PH,4.6533,119.4706,300.06,76,100,8.56,overcast clouds
612,Mabaruma,GY,8.2,-59.7833,303.15,70,40,4.12,scattered clouds
613,Dauphin,CA,51.1494,-100.0502,265.23,73,100,8.23,light snow
614,Ayagoz,KZ,47.9714,80.4392,255.5,96,76,1.21,broken clouds
615,Rancharia,BR,-22.2292,-50.8931,301.56,66,16,4.56,few clouds
616,Benguela,AO,-12.5763,13.4055,297.78,81,62,1.94,broken clouds
617,Jackson,US,42.4165,-122.8345,276.56,82,100,2.06,mist
618,Fomboni,KM,-12.28,43.7425,300.59,73,94,1.17,overcast clouds
619,Sao Jose De Ribamar,BR,-2.5619,-44.0542,303.36,84,72,6.79,light rain
620,Tiznit,MA,29.5833,-9.5,284.13,67,100,3.76,overcast clouds
621,Craig,US,40.5153,-107.5464,269.94,54,100,2.57,overcast clouds
622,Paris,FR,48.8534,2.3488,284.58,72,0,2.57,clear sky
623,Glinde,DE,53.55,10.2,279.92,91,0,2.06,clear sky
624,Beira,MZ,-19.8436,34.8389,303.2,79,40,6.17,light rain
625,Lasem,ID,-6.6922,111.4527,297.55,90,100,2.18,moderate rain
626,Abonnema,NG,4.7084,6.7931,301.58,72,8,5.16,clear sky
627,Ust-Nera,RU,64.5667,143.2,230.3,98,75,0.94,broken clouds
628,San Juan De La Maguana,DO,18.8059,-71.2299,304.62,26,0,2.83,clear sky
629,Mariental,NA,-24.6333,17.9667,304.54,14,52,4.69,broken clouds
630,Natal,BR,-5.795,-35.2094,304.51,58,20,7.2,few clouds
631,Faya,SA,18.3851,42.4509,288.44,39,84,3.44,broken clouds
632,Tukrah,LY,32.5341,20.5791,285.65,69,37,5.6,scattered clouds
633,Kloulklubed,PW,7.0419,134.2556,297.43,79,100,7.39,light rain
634,Gravdal,NO,68.1214,13.5031,279.09,100,75,2.57,broken clouds
635,Shakiso,ET,5.75,38.9167,288.37,33,5,1.45,clear sky
636,Kisangani,CD,0.5167,25.2,298.82,53,6,0.59,clear sky
637,Ryotsu,JP,38.0833,138.4333,272.77,59,90,7.57,light snow
638,Price,US,39.5994,-110.8107,270.99,44,100,4.82,overcast clouds
639,Aurillac,FR,44.9167,2.45,283.64,32,0,3.09,clear sky
640,Skibbereen,IE,51.55,-9.2667,284.88,83,100,9.37,overcast clouds
641,Huejuquilla El Alto,MX,22.6,-103.8667,295.17,17,25,6.85,scattered clouds
642,Soe,ID,-9.8607,124.284,292.03,94,100,1.26,overcast clouds
643,Kalmunai,LK,7.4167,81.8167,296.41,79,3,3.36,clear sky
644,Xining,CN,36.6167,101.7667,262.48,85,61,1.3,broken clouds
645,Mbandaka,CD,0.0487,18.2603,298.46,66,10,1.08,clear sky
646,Lyngseidet,NO,69.5763,20.2189,278.15,98,100,4.37,overcast clouds
647,Ipubi,BR,-7.6519,-40.1489,308.8,22,78,3.87,broken clouds
648,Meadow Lake,US,34.8014,-106.5436,280.08,43,93,11.81,overcast clouds
649,Pilar,BR,-9.5972,-35.9567,303.11,53,100,5.61,overcast clouds
650,Tokur,RU,53.1333,132.9,235.3,98,50,1.31,scattered clouds
651,Marinette,US,45.1,-87.6307,280.2,61,0,3.09,clear sky
652,Benghazi,LY,32.1167,20.0667,287.21,62,14,6.09,few clouds
653,Pundaguitan,PH,6.3711,126.1689,297.63,86,100,5.7,overcast clouds
654,Komsomolskiy,UZ,40.4272,71.7189,276.55,87,75,1.03,mist
655,Lavrentiya,RU,65.5833,-171.0,244.45,92,100,3.06,overcast clouds
656,Pustoshka,RU,56.3355,29.369,268.71,96,45,2.76,scattered clouds
657,Alta Floresta,BR,-9.8756,-56.0861,309.05,46,75,1.03,broken clouds
658,Oksfjord,NO,70.2396,22.3479,279.25,97,100,4.25,overcast clouds
659,Beyneu,KZ,45.3167,55.2,269.19,82,70,5.77,broken clouds
660,Tytuvenai,LT,55.6,23.2,273.1,81,12,1.88,few clouds
661,Jiangyou,CN,31.7667,104.7167,278.7,82,62,0.28,broken clouds
662,Matara,LK,5.9485,80.5353,296.96,88,18,0.92,few clouds
663,Florianopolis,BR,-27.6146,-48.5012,304.05,66,20,5.66,few clouds
664,Reitz,ZA,-27.8014,28.4273,290.81,78,84,2.52,broken clouds
665,Okhotsk,RU,59.3833,143.3,246.13,79,9,6.0,clear sky
666,Ongandjera,NA,-17.8833,15.0667,303.19,19,12,1.29,few clouds
667,Lasa,IT,46.6166,10.7002,279.46,37,0,0.48,clear sky
668,Verkhovazhye,RU,60.7472,42.0465,269.0,95,100,3.5,light snow
669,Esmeraldas,BR,-19.7625,-44.3139,306.21,77,90,2.76,overcast clouds
670,Dali,CN,25.7,100.1833,281.61,46,0,1.76,clear sky
671,Afua,BR,-0.1567,-50.3867,297.54,95,100,2.99,light rain
672,Cascais,PT,38.6979,-9.4215,289.79,77,75,9.39,broken clouds
673,Kropotkin,RU,45.4375,40.5756,273.45,99,100,5.2,light snow
674,Valparaiso,CL,-33.0393,-71.6273,304.28,28,0,7.2,clear sky
675,Muli,MV,2.9167,73.5667,300.18,79,21,5.86,few clouds
676,Rosetta,EG,31.4044,30.4164,285.55,60,9,3.77,clear sky
677,Kudat,MY,6.8837,116.8477,297.2,100,20,0.51,few clouds
678,Coihaique,CL,-45.5752,-72.0662,287.49,67,75,0.0,light rain
679,Falakata,IN,26.5208,89.2055,288.6,44,0,1.55,clear sky
680,Yulara,AU,-25.2406,130.9889,303.03,28,96,0.83,overcast clouds
681,Alihe,CN,50.5667,123.7167,248.34,98,5,1.31,clear sky
682,Adzhamka,UA,48.5424,32.5354,272.89,92,100,7.49,light snow
683,Rocky Mountain House,CA,52.3668,-114.9188,265.21,73,100,2.06,overcast clouds
684,Saint-Felicien,CA,48.6501,-72.4491,270.43,80,20,1.54,few clouds
685,Rawlins,US,41.7911,-107.2387,266.12,63,0,10.29,clear sky
686,Minna,NG,9.6139,6.5569,305.99,13,0,4.63,clear sky
687,Yurino,RU,56.2942,46.3039,260.96,98,100,1.44,overcast clouds
688,Boralday,KZ,43.3578,76.8594,265.07,93,75,2.0,fog
689,Taoudenni,ML,22.6783,-3.9836,297.19,20,100,7.7,overcast clouds
690,Sedam,IN,17.1773,77.2824,295.05,17,0,2.74,clear sky
691,Olot,ES,42.181,2.4901,281.35,74,55,0.89,broken clouds
692,Varhaug,NO,58.6147,5.6457,279.76,90,100,6.62,overcast clouds
693,Tigil,RU,57.8,158.6667,252.9,94,100,1.3,overcast clouds
694,Linfen,CN,36.0889,111.5189,274.12,85,8,0.35,clear sky
695,Keti Bandar,PK,24.1447,67.4497,294.79,80,0,3.34,clear sky
696,Mapiripan,CO,2.8892,-72.1256,306.5,39,100,2.66,overcast clouds
697,Saint-Augustin,CA,51.226,-58.6502,264.92,75,100,4.29,overcast clouds
698,Yantzaza,EC,-3.8278,-78.7594,301.18,60,100,1.53,light rain
